c1,c2,epoche,layer,accuracy,f1-score,task,model,random
,71,500000,1,0.3210628286742319,0.1863782364100869,Penn Discourse Treebank,t5,FALSE
,72,500000,2,0.2969831165236645,0.1811223674104992,Penn Discourse Treebank,t5,FALSE
,73,500000,3,0.31054525325214505,0.19278329747452366,Penn Discourse Treebank,t5,FALSE
,74,500000,4,0.29449211181843343,0.18379521904537965,Penn Discourse Treebank,t5,FALSE
,75,500000,5,0.2947688901190147,0.18099087700339825,Penn Discourse Treebank,t5,FALSE
,76,500000,6,0.28895654580680874,0.16860617680293533,Penn Discourse Treebank,t5,FALSE
,77,600000,0,0.31801826736783834,0.19125362802772414,Penn Discourse Treebank,t5,FALSE
,78,600000,1,0.3000276778300581,0.1790521110153035,Penn Discourse Treebank,t5,FALSE
,79,600000,2,0.30224190423470804,0.1790608495570866,Penn Discourse Treebank,t5,FALSE
,80,600000,3,0.3135898145585386,0.1951880836433945,Penn Discourse Treebank,t5,FALSE
,81,600000,4,0.3005812344312206,0.17264259875591526,Penn Discourse Treebank,t5,FALSE
,82,600000,5,0.30417935233877663,0.17535856194603147,Penn Discourse Treebank,t5,FALSE
,83,600000,6,0.2953224467201772,0.17273625075908525,Penn Discourse Treebank,t5,FALSE
,84,700000,0,0.3249377248823692,0.19408392075870454,Penn Discourse Treebank,t5,FALSE
,85,700000,1,0.3063935787434265,0.17916918901643467,Penn Discourse Treebank,t5,FALSE
,86,700000,2,0.31165236645447,0.17808574983268552,Penn Discourse Treebank,t5,FALSE
,87,700000,3,0.3044561306393579,0.17977481795468844,Penn Discourse Treebank,t5,FALSE
,88,700000,4,0.30362579573761417,0.1741308807436245,Penn Discourse Treebank,t5,FALSE
,89,700000,5,0.30085801273180185,0.1797808557522739,Penn Discourse Treebank,t5,FALSE
,90,700000,6,0.29283144201494604,0.18248080940060715,Penn Discourse Treebank,t5,FALSE
,91,800000,0,0.3277055078881816,0.1922402468040592,Penn Discourse Treebank,t5,FALSE
,92,800000,1,0.3119291447550512,0.17057787717755668,Penn Discourse Treebank,t5,FALSE
,93,800000,2,0.31774148906725713,0.18849130409889714,Penn Discourse Treebank,t5,FALSE
,94,800000,3,0.3055632438416828,0.18249495620484246,Penn Discourse Treebank,t5,FALSE
,95,800000,4,0.29864378632715194,0.17727427290814332,Penn Discourse Treebank,t5,FALSE
,96,800000,5,0.29144755051203985,0.17407872036986413,Penn Discourse Treebank,t5,FALSE
,97,800000,6,0.28867976750622754,0.1741208049923626,Penn Discourse Treebank,t5,FALSE
,98,900000,0,0.33268751729864376,0.1994214812553412,Penn Discourse Treebank,t5,FALSE
,99,900000,1,0.3188486022695821,0.1910744703288856,Penn Discourse Treebank,t5,FALSE
,100,900000,2,0.319955715471907,0.19200548433604595,Penn Discourse Treebank,t5,FALSE
,101,900000,3,0.31303625795737616,0.184772715787217,Penn Discourse Treebank,t5,FALSE
,102,900000,4,0.305840022142264,0.18084260176314204,Penn Discourse Treebank,t5,FALSE
,103,900000,5,0.3055632438416828,0.19177353220085905,Penn Discourse Treebank,t5,FALSE
,104,900000,6,0.2942153335178522,0.17125151346489415,Penn Discourse Treebank,t5,FALSE
,105,1000000,0,0.3224467201771381,0.1930106606150609,Penn Discourse Treebank,t5,FALSE
,106,1000000,1,0.32438416828120675,0.19955832150092692,Penn Discourse Treebank,t5,FALSE
,107,1000000,2,0.315250484362026,0.19073549793967426,Penn Discourse Treebank,t5,FALSE
,108,1000000,3,0.3063935787434265,0.1850574682083589,Penn Discourse Treebank,t5,FALSE
,109,1000000,4,0.31165236645447,0.1887748611720139,Penn Discourse Treebank,t5,FALSE
,110,1000000,5,0.28425131469692777,0.17957181901863792,Penn Discourse Treebank,t5,FALSE
,111,1000000,6,0.2867423194021589,0.16884133484489486,Penn Discourse Treebank,t5,FALSE
,112,1100000,0,0.3285358427899253,0.2062163894087119,Penn Discourse Treebank,t5,FALSE
,113,1100000,1,0.3191253805701633,0.1978565676195404,Penn Discourse Treebank,t5,FALSE
,114,1100000,2,0.3141433711597011,0.1947352050648373,Penn Discourse Treebank,t5,FALSE
,115,1100000,3,0.31054525325214505,0.1852649422138196,Penn Discourse Treebank,t5,FALSE
,116,1100000,4,0.3141433711597011,0.19263931670969428,Penn Discourse Treebank,t5,FALSE
,117,1100000,5,0.3052864655411016,0.19158667835616536,Penn Discourse Treebank,t5,FALSE
,118,1100000,6,0.2853584278992527,0.16931211900372098,Penn Discourse Treebank,t5,FALSE
,0,0,0,0.30625,0.30273934434585625,Sentence Position,t5,FALSE
,1,0,1,0.303,0.2991857298372479,Sentence Position,t5,FALSE
,2,0,2,0.2915,0.2886873825172771,Sentence Position,t5,FALSE
,3,0,3,0.2875,0.2843169532366638,Sentence Position,t5,FALSE
,4,0,4,0.2825,0.2792265761035961,Sentence Position,t5,FALSE
,5,0,5,0.28275,0.2778047733995469,Sentence Position,t5,FALSE
,6,0,6,0.29725,0.2936901607331154,Sentence Position,t5,FALSE
,7,0,0,0.3195,0.3173793733420281,Sentence Position,t5,FALSE
,8,0,1,0.3175,0.31608045886521763,Sentence Position,t5,FALSE
,9,0,2,0.32425,0.3213674354772597,Sentence Position,t5,FALSE
,10,0,3,0.33725,0.3324094841888779,Sentence Position,t5,FALSE
,11,0,4,0.322,0.31649400292547264,Sentence Position,t5,FALSE
,12,0,5,0.317,0.31300400138094864,Sentence Position,t5,FALSE
,13,0,6,0.318,0.31549246150459964,Sentence Position,t5,FALSE
,14,20000,0,0.33025,0.3289501765577741,Sentence Position,t5,FALSE
,15,20000,1,0.3315,0.3270721456426492,Sentence Position,t5,FALSE
,16,20000,2,0.34025,0.3384361962504504,Sentence Position,t5,FALSE
,17,20000,3,0.3355,0.3312840123007751,Sentence Position,t5,FALSE
,18,20000,4,0.342,0.33806233177210754,Sentence Position,t5,FALSE
,19,20000,5,0.33725,0.33247946999160555,Sentence Position,t5,FALSE
,20,20000,6,0.3415,0.3391212748265189,Sentence Position,t5,FALSE
,21,40000,0,0.32,0.3177263744219837,Sentence Position,t5,FALSE
,22,40000,1,0.3365,0.3325413829051184,Sentence Position,t5,FALSE
,23,40000,2,0.344,0.3410552429474879,Sentence Position,t5,FALSE
,24,40000,3,0.34825,0.34450835819872744,Sentence Position,t5,FALSE
,25,40000,4,0.34575,0.3425915910071701,Sentence Position,t5,FALSE
,26,40000,5,0.3285,0.3250876664393143,Sentence Position,t5,FALSE
,27,40000,6,0.3285,0.32674597163027075,Sentence Position,t5,FALSE
,28,60000,0,0.3255,0.3238564588371173,Sentence Position,t5,FALSE
,29,60000,1,0.34325,0.3378029448550979,Sentence Position,t5,FALSE
,30,60000,2,0.3615,0.35884638982978745,Sentence Position,t5,FALSE
,31,60000,3,0.359,0.3549382253434015,Sentence Position,t5,FALSE
,32,60000,4,0.35925,0.35609687744066754,Sentence Position,t5,FALSE
,33,60000,5,0.3545,0.35172563560877834,Sentence Position,t5,FALSE
,34,60000,6,0.34475,0.3407446923795018,Sentence Position,t5,FALSE
,35,80000,0,0.31075,0.3081456178845383,Sentence Position,t5,FALSE
,36,80000,1,0.30475,0.3006953755876648,Sentence Position,t5,FALSE
,37,80000,2,0.303,0.2983736321909421,Sentence Position,t5,FALSE
,38,80000,3,0.28925,0.2864065011033387,Sentence Position,t5,FALSE
,39,80000,4,0.29675,0.2920843241222865,Sentence Position,t5,FALSE
,40,80000,5,0.28525,0.2808768320515969,Sentence Position,t5,FALSE
,41,80000,6,0.29275,0.28975020895506576,Sentence Position,t5,FALSE
,42,100000,0,0.33525,0.3310983877413575,Sentence Position,t5,FALSE
,43,100000,1,0.35725,0.3530364053258056,Sentence Position,t5,FALSE
,44,100000,2,0.354,0.35229287434549705,Sentence Position,t5,FALSE
,45,100000,3,0.35675,0.3530852584742517,Sentence Position,t5,FALSE
,46,100000,4,0.37,0.3668730111891648,Sentence Position,t5,FALSE
,47,100000,5,0.35225,0.3493817766837129,Sentence Position,t5,FALSE
,48,100000,6,0.3455,0.3413912227258293,Sentence Position,t5,FALSE
,49,200000,0,0.3485,0.3432037541915884,Sentence Position,t5,FALSE
,50,200000,1,0.369,0.3640541444737425,Sentence Position,t5,FALSE
,51,200000,2,0.38475,0.38018423187073214,Sentence Position,t5,FALSE
,52,200000,3,0.379,0.3762595869909388,Sentence Position,t5,FALSE
,53,200000,4,0.3775,0.374812248646245,Sentence Position,t5,FALSE
,54,200000,5,0.36775,0.36497453832894255,Sentence Position,t5,FALSE
,55,200000,6,0.36225,0.3594794260083798,Sentence Position,t5,FALSE
,56,300000,0,0.338,0.3334947336766384,Sentence Position,t5,FALSE
,57,300000,1,0.3665,0.36294168807858007,Sentence Position,t5,FALSE
,58,300000,2,0.3765,0.3736843353338065,Sentence Position,t5,FALSE
,59,300000,3,0.37,0.3676106455200791,Sentence Position,t5,FALSE
,60,300000,4,0.36875,0.36739915815012014,Sentence Position,t5,FALSE
,61,300000,5,0.36125,0.3575995693290489,Sentence Position,t5,FALSE
,62,300000,6,0.359,0.3577850376455737,Sentence Position,t5,FALSE
,63,400000,0,0.34,0.3356412758174889,Sentence Position,t5,FALSE
,64,400000,1,0.3795,0.3748986744098163,Sentence Position,t5,FALSE
,65,400000,2,0.382,0.3779602157992486,Sentence Position,t5,FALSE
,66,400000,3,0.37525,0.3723808427220023,Sentence Position,t5,FALSE
,67,400000,4,0.36675,0.36497707203547225,Sentence Position,t5,FALSE
,68,400000,5,0.38625,0.3844782701984627,Sentence Position,t5,FALSE
,69,400000,6,0.3670000000000001,0.36252226815817934,Sentence Position,t5,FALSE
,70,500000,0,0.35575,0.3512606636453883,Sentence Position,t5,FALSE
,71,500000,1,0.37825,0.3734267510014181,Sentence Position,t5,FALSE
,72,500000,2,0.37725,0.3750623788213609,Sentence Position,t5,FALSE
,73,500000,3,0.38675,0.38387970782859504,Sentence Position,t5,FALSE
,74,500000,4,0.375,0.3729024379996276,Sentence Position,t5,FALSE
,75,500000,5,0.37475,0.3724238542528998,Sentence Position,t5,FALSE
,76,500000,6,0.36425,0.3595991810865513,Sentence Position,t5,FALSE
,77,600000,0,0.35525,0.3490046140401909,Sentence Position,t5,FALSE
,78,600000,1,0.374,0.3683643652979468,Sentence Position,t5,FALSE
,79,600000,2,0.38525,0.3808940338453379,Sentence Position,t5,FALSE
,80,600000,3,0.39225,0.3902345295565747,Sentence Position,t5,FALSE
,81,600000,4,0.38375,0.38278278607820215,Sentence Position,t5,FALSE
,82,600000,5,0.392,0.3894786483914735,Sentence Position,t5,FALSE
,83,600000,6,0.37175,0.3677060420684008,Sentence Position,t5,FALSE
,84,700000,0,0.3435,0.33906693095185736,Sentence Position,t5,FALSE
,85,700000,1,0.3755,0.3701687560849338,Sentence Position,t5,FALSE
,86,700000,2,0.37575,0.3749321709840688,Sentence Position,t5,FALSE
,87,700000,3,0.3985,0.3960667237191748,Sentence Position,t5,FALSE
,88,700000,4,0.3895,0.3882500436008152,Sentence Position,t5,FALSE
,89,700000,5,0.3815,0.3781569835796299,Sentence Position,t5,FALSE
,90,700000,6,0.3695,0.3685696663803736,Sentence Position,t5,FALSE
,91,800000,0,0.3525,0.34698016736847026,Sentence Position,t5,FALSE
,92,800000,1,0.37625,0.3727970219311218,Sentence Position,t5,FALSE
,93,800000,2,0.39125,0.3888695132844047,Sentence Position,t5,FALSE
,94,800000,3,0.38975,0.3862273495265634,Sentence Position,t5,FALSE
,95,800000,4,0.39025,0.3886525083104872,Sentence Position,t5,FALSE
,96,800000,5,0.3725,0.3707792842090588,Sentence Position,t5,FALSE
,97,800000,6,0.37775,0.3753783564825831,Sentence Position,t5,FALSE
,98,900000,0,0.35075,0.3462723887362137,Sentence Position,t5,FALSE
,99,900000,1,0.371,0.36714832139994,Sentence Position,t5,FALSE
,100,900000,2,0.3955,0.3928149944646861,Sentence Position,t5,FALSE
,101,900000,3,0.39,0.3868054080922007,Sentence Position,t5,FALSE
,102,900000,4,0.39325,0.3898520020318599,Sentence Position,t5,FALSE
,103,900000,5,0.39125,0.38812888417798297,Sentence Position,t5,FALSE
,104,900000,6,0.3815,0.3795193480372451,Sentence Position,t5,FALSE
,105,1000000,0,0.35275,0.34880845711119896,Sentence Position,t5,FALSE
,106,1000000,1,0.37575,0.3707256363780955,Sentence Position,t5,FALSE
,107,1000000,2,0.3895,0.3867651262875421,Sentence Position,t5,FALSE
,108,1000000,3,0.39425,0.3919751771005116,Sentence Position,t5,FALSE
,109,1000000,4,0.394,0.3909104818487208,Sentence Position,t5,FALSE
,110,1000000,5,0.38,0.3787706420863277,Sentence Position,t5,FALSE
,111,1000000,6,0.37525,0.3716870929884055,Sentence Position,t5,FALSE
,112,1100000,0,0.3595,0.3555905019490139,Sentence Position,t5,FALSE
,113,1100000,1,0.382,0.379958743164048,Sentence Position,t5,FALSE
,114,1100000,2,0.389,0.38624665500667776,Sentence Position,t5,FALSE
,115,1100000,3,0.395,0.393341506804778,Sentence Position,t5,FALSE
,116,1100000,4,0.3935,0.3926440615613989,Sentence Position,t5,FALSE
,117,1100000,5,0.38625,0.3853332328226502,Sentence Position,t5,FALSE
,118,1100000,6,0.3735,0.3703228331558227,Sentence Position,t5,FALSE
,,0,-,0.0,,Adjunct Island,t5,FALSE
,,20000,-,0.0,,Adjunct Island,t5,FALSE
,,40000,-,0.0,,Adjunct Island,t5,FALSE
,,60000,-,0.0,,Adjunct Island,t5,FALSE
,,80000,-,0.0,,Adjunct Island,t5,FALSE
,,100000,-,0.0,,Adjunct Island,t5,FALSE
,,200000,-,0.0,,Adjunct Island,t5,FALSE
,,300000,-,0.0,,Adjunct Island,t5,FALSE
,,400000,-,0.0,,Adjunct Island,t5,FALSE
,,500000,-,0.0,,Adjunct Island,t5,FALSE
,,600000,-,0.0,,Adjunct Island,t5,FALSE
,,700000,-,0.0,,Adjunct Island,t5,FALSE
,,800000,-,0.0,,Adjunct Island,t5,FALSE
,,900000,-,0.0,,Adjunct Island,t5,FALSE
,,1000000,-,0.0,,Adjunct Island,t5,FALSE
,,1100000,-,0.0,,Adjunct Island,t5,FALSE
,,0,-,0.0,,Passive,t5,FALSE
,,20000,-,0.01,,Passive,t5,FALSE
,,40000,-,0.001,,Passive,t5,FALSE
,,60000,-,0.0,,Passive,t5,FALSE
,,80000,-,0.0,,Passive,t5,FALSE
,,100000,-,0.0,,Passive,t5,FALSE
,,200000,-,0.0,,Passive,t5,FALSE
,,300000,-,0.0,,Passive,t5,FALSE
,,400000,-,0.0,,Passive,t5,FALSE
,,500000,-,0.0,,Passive,t5,FALSE
,,600000,-,0.003,,Passive,t5,FALSE
,,700000,-,0.0,,Passive,t5,FALSE
,,800000,-,0.0,,Passive,t5,FALSE
,,900000,-,0.001,,Passive,t5,FALSE
,,1000000,-,0.0,,Passive,t5,FALSE
,,1100000,-,0.0,,Passive,t5,FALSE
,,0,-,0.0,,Transitive,t5,FALSE
,,20000,-,0.007,,Transitive,t5,FALSE
,,40000,-,0.003,,Transitive,t5,FALSE
,,60000,-,0.0,,Transitive,t5,FALSE
,,80000,-,0.0,,Transitive,t5,FALSE
,,100000,-,0.0,,Transitive,t5,FALSE
,,200000,-,0.0,,Transitive,t5,FALSE
,,300000,-,0.0,,Transitive,t5,FALSE
,,400000,-,0.001,,Transitive,t5,FALSE
,,500000,-,0.0,,Transitive,t5,FALSE
,,600000,-,0.001,,Transitive,t5,FALSE
,,700000,-,0.001,,Transitive,t5,FALSE
,,800000,-,0.0,,Transitive,t5,FALSE
,,900000,-,0.001,,Transitive,t5,FALSE
,,1000000,-,0.001,,Transitive,t5,FALSE
,,1100000,-,0.001,,Transitive,t5,FALSE
,,0,-,0.0,,Principle A c command,t5,FALSE
,,20000,-,0.001,,Principle A c command,t5,FALSE
,,40000,-,0.0,,Principle A c command,t5,FALSE
,,60000,-,0.0,,Principle A c command,t5,FALSE
,,80000,-,0.0,,Principle A c command,t5,FALSE
,,100000,-,0.0,,Principle A c command,t5,FALSE
,,200000,-,0.0,,Principle A c command,t5,FALSE
,,300000,-,0.0,,Principle A c command,t5,FALSE
,,400000,-,0.0,,Principle A c command,t5,FALSE
,,500000,-,0.001,,Principle A c command,t5,FALSE
,,600000,-,0.0,,Principle A c command,t5,FALSE
,,700000,-,0.002,,Principle A c command,t5,FALSE
,,800000,-,0.0,,Principle A c command,t5,FALSE
,,900000,-,0.001,,Principle A c command,t5,FALSE
,,1000000,-,0.001,,Principle A c command,t5,FALSE
,,1100000,-,0.0,,Principle A c command,t5,FALSE
,,final,0,0.3169456066945607,0.3341916843392377,Tree depth,t5,FALSE
,,final,1,0.3519293351929335,0.3733747955027296,Tree depth,t5,FALSE
,,final,2,0.3770339377033938,0.3975274107103911,Tree depth,t5,FALSE
,,final,3,0.3738958623895862,0.3959019066985953,Tree depth,t5,FALSE
,,final,4,0.3707577870757787,0.3914849220882748,Tree depth,t5,FALSE
,,final,5,0.3679683867968387,0.38837354526615797,Tree depth,t5,FALSE
,,final,6,0.35820548582054856,0.37727693543260815,Tree depth,t5,FALSE
,,final,0,0.8313862249346121,0.6297999632987127,Person,t5,FALSE
,,final,1,0.8308631211857018,0.6250427332453324,Person,t5,FALSE
,,final,2,0.8294681778552746,0.6249528585757271,Person,t5,FALSE
,,final,3,0.8303400174367916,0.6206177381844236,Person,t5,FALSE
,,final,4,0.8296425457715779,0.6242717160794964,Person,t5,FALSE
,,final,5,0.8291194420226679,0.6172223321003374,Person,t5,FALSE
,,final,6,0.827027027027027,0.5998982782696953,Person,t5,FALSE
,,final,0,0.6903582872123507,0.6820252670227167,Top constituents,t5,FALSE
,,final,1,0.7765802505097582,0.7709207808817131,Top constituents,t5,FALSE
,,final,2,0.7975531605010195,0.7923098946623253,Top constituents,t5,FALSE
,,final,3,0.8017768715409263,0.7969583420639377,Top constituents,t5,FALSE
,,final,4,0.8076026798718322,0.8033371446993257,Top constituents,t5,FALSE
,,final,5,0.8043984852898339,0.7991122386603111,Top constituents,t5,FALSE
,,final,6,0.7891057384212059,0.7803672385739496,Top constituents,t5,FALSE
,,final,0,0.793717020493312,0.7936207523213669,Subject number,t5,FALSE
,,final,1,0.8403485090195116,0.8403466241315825,Subject number,t5,FALSE
,,final,2,0.8549515277948214,0.8549467026018556,Subject number,t5,FALSE
,,final,3,0.8688182599091913,0.8688178727209986,Subject number,t5,FALSE
,,final,4,0.8704135476745612,0.8704123280249839,Subject number,t5,FALSE
,,final,5,0.8700454043440913,0.8700449033591797,Subject number,t5,FALSE
,,final,6,0.8605963921953614,0.8605913516997521,Subject number,t5,FALSE
,,final,0,0.5666,0.4803347482081487,Connectors,t5,FALSE
,,final,1,0.597,0.5133524202677873,Connectors,t5,FALSE
,,final,2,0.6006,0.5131827789867075,Connectors,t5,FALSE
,,final,3,0.6028,0.526542281300593,Connectors,t5,FALSE
,,final,4,0.6016,0.513503270863567,Connectors,t5,FALSE
,,final,5,0.5998,0.5146608560458015,Connectors,t5,FALSE
,,final,6,0.6176,0.5105757979921305,Connectors,t5,FALSE
,,final,0,0.5005,0.5000939513119531,Discourse Coherence,t5,FALSE
,,final,1,0.50625,0.505922395668478,Discourse Coherence,t5,FALSE
,,final,2,0.505,0.504652141966696,Discourse Coherence,t5,FALSE
,,final,3,0.506,0.5054449856351291,Discourse Coherence,t5,FALSE
,,final,4,0.49975,0.4992128745087152,Discourse Coherence,t5,FALSE
,,final,5,0.49700000000000005,0.4967337721654755,Discourse Coherence,t5,FALSE
,,final,6,0.493,0.4919712417645733,Discourse Coherence,t5,FALSE
,,final,0,0.3174647107666759,0.20793165788957635,Penn Discourse Treebank,t5,FALSE
,,final,1,0.3357320786050373,0.21850443374556486,Penn Discourse Treebank,t5,FALSE
,,final,2,0.35095488513700523,0.22852975570381584,Penn Discourse Treebank,t5,
,,final,3,0.34680321062828673,0.2258776780115173,Penn Discourse Treebank,t5,
,,final,4,0.3398837531137559,0.2280513633613306,Penn Discourse Treebank,t5,
,,final,5,0.3520619983393302,0.22512930745482185,Penn Discourse Treebank,t5,
,,final,6,0.4121228895654581,0.2580616515427413,Penn Discourse Treebank,t5,
,,final,0,0.34975,0.3474579036585108,Sentence Position,t5,
,,final,1,0.39575,0.39513493092894975,Sentence Position,t5,
,,final,2,0.40675,0.4048449808631592,Sentence Position,t5,
,,final,3,0.405,0.4033774017105249,Sentence Position,t5,
,,final,4,0.42700000000000005,0.4238068722368848,Sentence Position,t5,
,,final,5,0.41475,0.4114444176369611,Sentence Position,t5,
,,final,6,0.4605,0.4488408791982549,Sentence Position,t5,
,,final,-,0,,Passive,t5,
,,final,-,0,,Transitive,t5,
,,final,-,0,,Adjunct Island,t5,
,,final,-,0,,Principle A c command,t5,
