,Unnamed: 0,epoche,layer,accuracy,f1-score,task,model,random
0,0.0,0,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
1,1.0,0,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
2,2.0,0,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
3,3.0,0,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
4,4.0,0,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
5,5.0,0,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
6,6.0,0,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
7,7.0,100000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
8,8.0,100000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
9,9.0,100000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
10,10.0,100000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
11,11.0,100000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
12,12.0,100000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
13,13.0,100000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
14,14.0,200000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
15,15.0,200000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
16,16.0,200000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
17,17.0,200000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
18,18.0,200000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
19,19.0,200000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
20,20.0,200000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
21,21.0,300000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
22,22.0,300000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
23,23.0,300000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
24,24.0,300000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
25,25.0,300000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
26,26.0,300000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
27,27.0,300000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
28,28.0,400000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
29,29.0,400000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
30,30.0,400000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
31,31.0,400000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
32,32.0,400000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
33,33.0,400000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
34,34.0,400000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
35,35.0,500000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
36,36.0,500000,1,0.8125544899738448,0.4482924482924483,Person,t5,TRUE
37,37.0,500000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
38,38.0,500000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
39,39.0,500000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
40,40.0,500000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
41,41.0,500000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
42,42.0,600000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
43,43.0,600000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
44,44.0,600000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
45,45.0,600000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
46,46.0,600000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
47,47.0,600000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
48,48.0,600000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
49,49.0,700000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
50,50.0,700000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
51,51.0,700000,2,0.8125544899738448,0.4482924482924483,Person,t5,TRUE
52,52.0,700000,3,0.8123801220575414,0.4482393688666538,Person,t5,TRUE
53,53.0,700000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
54,54.0,700000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
55,55.0,700000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
56,56.0,800000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
57,57.0,800000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
58,58.0,800000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
59,59.0,800000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
60,60.0,800000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
61,61.0,800000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
62,62.0,800000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
63,63.0,900000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
64,64.0,900000,1,0.8125544899738448,0.4482924482924483,Person,t5,TRUE
65,65.0,900000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
66,66.0,900000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
67,67.0,900000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
68,68.0,900000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
69,69.0,900000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
70,70.0,1000000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
71,71.0,1000000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
72,72.0,1000000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
73,73.0,1000000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
74,74.0,1000000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
75,75.0,1000000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
76,76.0,1000000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
77,77.0,1100000,0,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
78,78.0,1100000,1,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
79,79.0,1100000,2,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
80,80.0,1100000,3,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
81,81.0,1100000,4,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
82,82.0,1100000,5,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
83,83.0,1100000,6,0.8127288578901483,0.4483455175067334,Person,t5,TRUE
0,0.0,0,0,0.04835420914651908,0.04803412481164844,Top constituents,t5,TRUE
1,1.0,0,1,0.04558695018933877,0.04534243273155604,Top constituents,t5,TRUE
2,2.0,0,2,0.04922808039615496,0.04925749487603351,Top constituents,t5,TRUE
3,3.0,0,3,0.04777162831342849,0.04745556555626104,Top constituents,t5,TRUE
4,4.0,0,4,0.0502475968540635,0.04993879532587778,Top constituents,t5,TRUE
5,5.0,0,5,0.04762598310515584,0.04726130976976253,Top constituents,t5,TRUE
6,6.0,0,6,0.04981066122924556,0.04968742203991706,Top constituents,t5,TRUE
8,0.0,100000,0,0.05563646956015147,0.055473713300287955,Top constituents,t5,TRUE
9,1.0,100000,1,0.04908243518788232,0.04884726793973103,Top constituents,t5,TRUE
10,2.0,100000,2,0.05286921060297116,0.05265226006852604,Top constituents,t5,TRUE
11,3.0,100000,3,0.050975822895426744,0.05074534452661773,Top constituents,t5,TRUE
12,4.0,100000,4,0.04937372560442761,0.04915665487758038,Top constituents,t5,TRUE
13,5.0,100000,5,0.04762598310515584,0.04738816915374271,Top constituents,t5,TRUE
14,6.0,100000,6,0.04995630643751821,0.04976397354555386,Top constituents,t5,TRUE
16,0.0,200000,0,0.048499854354791726,0.04838363279757284,Top constituents,t5,TRUE
17,1.0,200000,1,0.05010195164579085,0.05012142912836985,Top constituents,t5,TRUE
18,2.0,200000,2,0.051267113311972035,0.050978491594128275,Top constituents,t5,TRUE
19,3.0,200000,3,0.04951937081270026,0.04953419012383879,Top constituents,t5,TRUE
20,4.0,200000,4,0.04573259539761142,0.045609877704630125,Top constituents,t5,TRUE
21,5.0,200000,5,0.05199533935333527,0.051739913453237044,Top constituents,t5,TRUE
22,6.0,200000,6,0.050975822895426744,0.050732122331881166,Top constituents,t5,TRUE
24,0.0,300000,0,0.04733469268861054,0.047151260020169145,Top constituents,t5,TRUE
25,1.0,300000,1,0.04995630643751821,0.04986573549019978,Top constituents,t5,TRUE
26,2.0,300000,2,0.04995630643751821,0.0498121937372427,Top constituents,t5,TRUE
27,3.0,300000,3,0.045441304981066126,0.044647129283926876,Top constituents,t5,TRUE
28,4.0,300000,4,0.051121468103699386,0.05053652299076278,Top constituents,t5,TRUE
29,5.0,300000,5,0.051267113311972035,0.05085449983831819,Top constituents,t5,TRUE
30,6.0,300000,6,0.04922808039615496,0.04888077529544306,Top constituents,t5,TRUE
32,0.0,400000,0,0.04748033789688319,0.047413262503976754,Top constituents,t5,TRUE
33,1.0,400000,1,0.046023885814156715,0.04540913184961448,Top constituents,t5,TRUE
34,2.0,400000,2,0.048208563938246435,0.04784802565126379,Top constituents,t5,TRUE
35,3.0,400000,3,0.0471890474803379,0.04699545846571554,Top constituents,t5,TRUE
36,4.0,400000,4,0.046023885814156715,0.04584572475948004,Top constituents,t5,TRUE
37,5.0,400000,5,0.048791144771337024,0.04836732172143274,Top constituents,t5,TRUE
38,6.0,400000,6,0.051121468103699386,0.0509228778719612,Top constituents,t5,TRUE
40,0.0,500000,0,0.04748033789688319,0.04726148258306572,Top constituents,t5,TRUE
41,1.0,500000,1,0.046460821438974655,0.045223273975620835,Top constituents,t5,TRUE
42,2.0,500000,2,0.04515001456452083,0.04516007593789894,Top constituents,t5,TRUE
43,3.0,500000,3,0.050684532478881446,0.05051554195219139,Top constituents,t5,TRUE
44,4.0,500000,4,0.04937372560442761,0.04916381303398043,Top constituents,t5,TRUE
45,5.0,500000,5,0.04748033789688319,0.04717152874653277,Top constituents,t5,TRUE
46,6.0,500000,6,0.048645499563064375,0.048448745371984805,Top constituents,t5,TRUE
48,0.0,600000,0,0.04573259539761142,0.045502125457736964,Top constituents,t5,TRUE
49,1.0,600000,1,0.04937372560442761,0.04925549248105202,Top constituents,t5,TRUE
50,2.0,600000,2,0.04995630643751821,0.04980032668027862,Top constituents,t5,TRUE
51,3.0,600000,3,0.04966501602097291,0.04988921386877266,Top constituents,t5,TRUE
52,4.0,600000,4,0.05199533935333527,0.051756019826765295,Top constituents,t5,TRUE
53,5.0,600000,5,0.048208563938246435,0.04787298840944321,Top constituents,t5,TRUE
54,6.0,600000,6,0.04791727352170114,0.04742178824794782,Top constituents,t5,TRUE
56,0.0,700000,0,0.04762598310515584,0.047513604621571816,Top constituents,t5,TRUE
57,1.0,700000,1,0.04748033789688319,0.04727167464981806,Top constituents,t5,TRUE
58,2.0,700000,2,0.04704340227206525,0.04717547689332171,Top constituents,t5,TRUE
59,3.0,700000,3,0.04791727352170114,0.04775555323301703,Top constituents,t5,TRUE
60,4.0,700000,4,0.04981066122924556,0.04976556457373418,Top constituents,t5,TRUE
61,5.0,700000,5,0.04748033789688319,0.04738473431660788,Top constituents,t5,TRUE
62,6.0,700000,6,0.04995630643751821,0.04984065666981413,Top constituents,t5,TRUE
64,0.0,800000,0,0.04893678997960967,0.04873470300193576,Top constituents,t5,TRUE
65,1.0,800000,1,0.05170404893678998,0.05152592851673945,Top constituents,t5,TRUE
66,2.0,800000,2,0.056219050393242063,0.056122372743325745,Top constituents,t5,TRUE
67,3.0,800000,3,0.04937372560442761,0.0489668691273336,Top constituents,t5,TRUE
68,4.0,800000,4,0.05010195164579085,0.049641211334647585,Top constituents,t5,TRUE
69,5.0,800000,5,0.05170404893678998,0.05102103487941719,Top constituents,t5,TRUE
70,6.0,800000,6,0.04675211185551995,0.046650283037811054,Top constituents,t5,TRUE
72,0.0,900000,0,0.05155840372851733,0.0512883340412011,Top constituents,t5,TRUE
73,1.0,900000,1,0.051412758520244684,0.05128390104618199,Top constituents,t5,TRUE
74,2.0,900000,2,0.04995630643751821,0.049558537181531394,Top constituents,t5,TRUE
75,3.0,900000,3,0.0471890474803379,0.04708471128598121,Top constituents,t5,TRUE
76,4.0,900000,4,0.05170404893678998,0.051225010098149414,Top constituents,t5,TRUE
77,5.0,900000,5,0.04922808039615496,0.04899770083373918,Top constituents,t5,TRUE
78,6.0,900000,6,0.051121468103699386,0.05099791420247642,Top constituents,t5,TRUE
80,0.0,1000000,0,0.048791144771337024,0.048561438388891424,Top constituents,t5,TRUE
81,1.0,1000000,1,0.04777162831342849,0.04765564978754489,Top constituents,t5,TRUE
82,2.0,1000000,2,0.05010195164579085,0.04967480148386827,Top constituents,t5,TRUE
83,3.0,1000000,3,0.051267113311972035,0.05119010360891697,Top constituents,t5,TRUE
84,4.0,1000000,4,0.0505388872706088,0.050668369995498716,Top constituents,t5,TRUE
85,5.0,1000000,5,0.05228662976988057,0.051910131117013744,Top constituents,t5,TRUE
86,6.0,1000000,6,0.048791144771337024,0.04883592908669275,Top constituents,t5,TRUE
88,0.0,1100000,0,0.048645499563064375,0.048411803353651396,Top constituents,t5,TRUE
89,1.0,1100000,1,0.05519953393533353,0.05507695430693008,Top constituents,t5,TRUE
90,2.0,1100000,2,0.04791727352170114,0.04777096992028457,Top constituents,t5,TRUE
91,3.0,1100000,3,0.05228662976988057,0.052096904237819784,Top constituents,t5,TRUE
92,4.0,1100000,4,0.05301485581124381,0.05236349511407593,Top constituents,t5,TRUE
93,5.0,1100000,5,0.05490824351878823,0.054509917934100496,Top constituents,t5,TRUE
94,6.0,1100000,6,0.055490824351878826,0.05528333356079941,Top constituents,t5,TRUE
0,0.0,0,0,0.1706183170618317,0.11903387523766822,Tree depth,t5,TRUE
1,1.0,0,1,0.16771269177126918,0.11742800524391965,Tree depth,t5,TRUE
2,2.0,0,2,0.16608554160855415,0.11636262212092051,Tree depth,t5,TRUE
3,3.0,0,3,0.17480241748024175,0.1218188195355658,Tree depth,t5,TRUE
4,4.0,0,4,0.1798000929800093,0.12357390525464376,Tree depth,t5,TRUE
5,5.0,0,5,0.17503486750348676,0.11787685751094044,Tree depth,t5,TRUE
6,6.0,0,6,0.17154811715481172,0.11817486710105655,Tree depth,t5,TRUE
8,0.0,100000,0,0.1706183170618317,0.1215596858496283,Tree depth,t5,TRUE
9,1.0,100000,1,0.17236169223616923,0.11916315705959993,Tree depth,t5,TRUE
10,2.0,100000,2,0.17305904230590424,0.12305184055203111,Tree depth,t5,TRUE
11,3.0,100000,3,0.1698047419804742,0.11813988018996381,Tree depth,t5,TRUE
12,4.0,100000,4,0.17259414225941422,0.11609096718615056,Tree depth,t5,TRUE
13,5.0,100000,5,0.16748024174802417,0.116604030995919,Tree depth,t5,TRUE
14,6.0,100000,6,0.1713156671315667,0.11644847009820662,Tree depth,t5,TRUE
16,0.0,200000,0,0.16585309158530917,0.1154418132749027,Tree depth,t5,TRUE
17,1.0,200000,1,0.1706183170618317,0.11473406972901239,Tree depth,t5,TRUE
18,2.0,200000,2,0.17364016736401675,0.11291263071004302,Tree depth,t5,TRUE
19,3.0,200000,3,0.17375639237563925,0.11288930145268779,Tree depth,t5,TRUE
20,4.0,200000,4,0.17201301720130172,0.11605224884752792,Tree depth,t5,TRUE
21,5.0,200000,5,0.1689911668991167,0.1092712101924868,Tree depth,t5,TRUE
22,6.0,200000,6,0.1678289167828917,0.11355556730399982,Tree depth,t5,TRUE
24,0.0,300000,0,0.17166434216643423,0.12272425007986353,Tree depth,t5,TRUE
25,1.0,300000,1,0.1707345420734542,0.1162019003873548,Tree depth,t5,TRUE
26,2.0,300000,2,0.17677824267782427,0.11627638072900662,Tree depth,t5,TRUE
27,3.0,300000,3,0.17619711761971177,0.1164609040675496,Tree depth,t5,TRUE
28,4.0,300000,4,0.17794049279404928,0.11469602828618489,Tree depth,t5,TRUE
29,5.0,300000,5,0.17178056717805673,0.11404451339914871,Tree depth,t5,TRUE
30,6.0,300000,6,0.1689911668991167,0.11517235442799123,Tree depth,t5,TRUE
32,0.0,400000,0,0.16875871687587168,0.11971130186741617,Tree depth,t5,TRUE
33,1.0,400000,1,0.1695722919572292,0.11801506826336162,Tree depth,t5,TRUE
34,2.0,400000,2,0.17770804277080426,0.11454034357538412,Tree depth,t5,TRUE
35,3.0,400000,3,0.17549976754997676,0.11610284633272015,Tree depth,t5,TRUE
36,4.0,400000,4,0.1702696420269642,0.1082970827029101,Tree depth,t5,TRUE
37,5.0,400000,5,0.17305904230590424,0.11377693780348334,Tree depth,t5,TRUE
38,6.0,400000,6,0.17329149232914923,0.11789992589570444,Tree depth,t5,TRUE
40,0.0,500000,0,0.17433751743375175,0.12057991756543594,Tree depth,t5,TRUE
41,1.0,500000,1,0.1714318921431892,0.11461781220724765,Tree depth,t5,TRUE
42,2.0,500000,2,0.1694560669456067,0.11963719732574477,Tree depth,t5,TRUE
43,3.0,500000,3,0.17236169223616923,0.1141638706775734,Tree depth,t5,TRUE
44,4.0,500000,4,0.1698047419804742,0.11422071293245097,Tree depth,t5,TRUE
45,5.0,500000,5,0.16736401673640167,0.10809021295583233,Tree depth,t5,TRUE
46,6.0,500000,6,0.1696885169688517,0.11851428027331544,Tree depth,t5,TRUE
48,0.0,600000,0,0.1711994421199442,0.11737580619131124,Tree depth,t5,TRUE
49,1.0,600000,1,0.17340771734077173,0.11756922947626723,Tree depth,t5,TRUE
50,2.0,600000,2,0.17259414225941422,0.1179185518083821,Tree depth,t5,TRUE
51,3.0,600000,3,0.16387726638772665,0.10919281523870138,Tree depth,t5,TRUE
52,4.0,600000,4,0.17271036727103672,0.11259501167932968,Tree depth,t5,TRUE
53,5.0,600000,5,0.1711994421199442,0.11566373810872499,Tree depth,t5,TRUE
54,6.0,600000,6,0.1708507670850767,0.12001999805907385,Tree depth,t5,TRUE
56,0.0,700000,0,0.17491864249186426,0.12450074401720287,Tree depth,t5,TRUE
57,1.0,700000,1,0.1703858670385867,0.11763169180099597,Tree depth,t5,TRUE
58,2.0,700000,2,0.17538354253835425,0.12138987167313012,Tree depth,t5,TRUE
59,3.0,700000,3,0.1781729428172943,0.12020329259013585,Tree depth,t5,TRUE
60,4.0,700000,4,0.1706183170618317,0.1161937232885936,Tree depth,t5,TRUE
61,5.0,700000,5,0.17305904230590424,0.11800495457667051,Tree depth,t5,TRUE
62,6.0,700000,6,0.17329149232914923,0.11997730502843618,Tree depth,t5,TRUE
64,0.0,800000,0,0.16562064156206416,0.11739187382895196,Tree depth,t5,TRUE
65,1.0,800000,1,0.1706183170618317,0.12201663662053318,Tree depth,t5,TRUE
66,2.0,800000,2,0.16585309158530917,0.11182457412316438,Tree depth,t5,TRUE
67,3.0,800000,3,0.16538819153881915,0.11185915147853245,Tree depth,t5,TRUE
68,4.0,800000,4,0.16190144119014413,0.10962060820105982,Tree depth,t5,TRUE
69,5.0,800000,5,0.16875871687587168,0.11220709072781633,Tree depth,t5,TRUE
70,6.0,800000,6,0.1705020920502092,0.12165460958977933,Tree depth,t5,TRUE
72,0.0,900000,0,0.17259414225941422,0.12182929285347996,Tree depth,t5,TRUE
73,1.0,900000,1,0.1684100418410042,0.11400245997162449,Tree depth,t5,TRUE
74,2.0,900000,2,0.17526731752673175,0.11099411063094636,Tree depth,t5,TRUE
75,3.0,900000,3,0.1705020920502092,0.11113693845315793,Tree depth,t5,TRUE
76,4.0,900000,4,0.17654579265457926,0.10986866667298546,Tree depth,t5,TRUE
77,5.0,900000,5,0.1713156671315667,0.11631450469865659,Tree depth,t5,TRUE
78,6.0,900000,6,0.1694560669456067,0.11649472698485308,Tree depth,t5,TRUE
80,0.0,1000000,0,0.17259414225941422,0.12036264185146438,Tree depth,t5,TRUE
81,1.0,1000000,1,0.17317526731752672,0.11514488467161287,Tree depth,t5,TRUE
82,2.0,1000000,2,0.17549976754997676,0.11994534095088417,Tree depth,t5,TRUE
83,3.0,1000000,3,0.17212924221292422,0.12073653842878032,Tree depth,t5,TRUE
84,4.0,1000000,4,0.16922361692236168,0.11151001742680562,Tree depth,t5,TRUE
85,5.0,1000000,5,0.1718967921896792,0.12122975387955241,Tree depth,t5,TRUE
86,6.0,1000000,6,0.16852626685262667,0.12012752048366185,Tree depth,t5,TRUE
88,0.0,1100000,0,0.17305904230590424,0.12497852213452394,Tree depth,t5,TRUE
89,1.0,1100000,1,0.16817759181775918,0.10251293114759572,Tree depth,t5,TRUE
90,2.0,1100000,2,0.17154811715481172,0.11098708957827834,Tree depth,t5,TRUE
91,3.0,1100000,3,0.16817759181775918,0.11428436115771208,Tree depth,t5,TRUE
92,4.0,1100000,4,0.16620176662017666,0.11352049673966084,Tree depth,t5,TRUE
93,5.0,1100000,5,0.16550441655044165,0.11540985151799633,Tree depth,t5,TRUE
94,6.0,1100000,6,0.1718967921896792,0.121407468267301,Tree depth,t5,TRUE
0,0.0,0,0,0.5117192293532948,0.477409789893402,Subject number,t5,TRUE
1,1.0,0,1,0.49637992391704505,0.4929831595829992,Subject number,t5,TRUE
2,2.0,0,2,0.500061357221745,0.345606604994193,Subject number,t5,TRUE
3,3.0,0,3,0.497484353908455,0.4323703161434306,Subject number,t5,TRUE
4,4.0,0,4,0.498588783899865,0.3372153933614875,Subject number,t5,TRUE
5,5.0,0,5,0.498588783899865,0.4313038468443874,Subject number,t5,TRUE
6,6.0,0,6,0.49797521168241504,0.4968926925285071,Subject number,t5,TRUE
8,0.0,100000,0,0.5112283715793349,0.5097065660867354,Subject number,t5,TRUE
9,1.0,100000,1,0.502515646091545,0.4771468413230553,Subject number,t5,TRUE
10,2.0,100000,2,0.505460792735305,0.4702466447283521,Subject number,t5,TRUE
11,3.0,100000,3,0.49588906614308503,0.34898723414847777,Subject number,t5,TRUE
12,4.0,100000,4,0.502024788317585,0.37279241174730104,Subject number,t5,TRUE
13,5.0,100000,5,0.502638360535035,0.3379870216749393,Subject number,t5,TRUE
14,6.0,100000,6,0.505460792735305,0.38193990253309174,Subject number,t5,TRUE
16,0.0,200000,0,0.502761074978525,0.5013791757925141,Subject number,t5,TRUE
17,1.0,200000,1,0.503865504969935,0.49552185090265577,Subject number,t5,TRUE
18,2.0,200000,2,0.49245306172536507,0.48495859835508337,Subject number,t5,TRUE
19,3.0,200000,3,0.496993496134495,0.47249928599814933,Subject number,t5,TRUE
20,4.0,200000,4,0.498343355012885,0.38222233497326763,Subject number,t5,TRUE
21,5.0,200000,5,0.5033746471959749,0.49052829009065335,Subject number,t5,TRUE
22,6.0,200000,6,0.500797643882685,0.48384116309694813,Subject number,t5,TRUE
24,0.0,300000,0,0.503742790526445,0.5028926291537196,Subject number,t5,TRUE
25,1.0,300000,1,0.501165787213155,0.49710800956855006,Subject number,t5,TRUE
26,2.0,300000,2,0.49466192170818507,0.4538747029293954,Subject number,t5,TRUE
27,3.0,300000,3,0.5016566449871149,0.46930532168441363,Subject number,t5,TRUE
28,4.0,300000,4,0.503988219413425,0.4227530939196388,Subject number,t5,TRUE
29,5.0,300000,5,0.501288501656645,0.34288256326614835,Subject number,t5,TRUE
30,6.0,300000,6,0.5059516505092649,0.5045005023279866,Subject number,t5,TRUE
32,0.0,400000,0,0.5112283715793349,0.5104922914994032,Subject number,t5,TRUE
33,1.0,400000,1,0.500429500552215,0.49585790534849505,Subject number,t5,TRUE
34,2.0,400000,2,0.500674929439195,0.5005189614925496,Subject number,t5,TRUE
35,3.0,400000,3,0.503620076082955,0.4664821875918375,Subject number,t5,TRUE
36,4.0,400000,4,0.500184071665235,0.3876014621528238,Subject number,t5,TRUE
37,5.0,400000,5,0.49797521168241504,0.37757941881190177,Subject number,t5,TRUE
38,6.0,400000,6,0.499938642778255,0.40535504622088,Subject number,t5,TRUE
40,0.0,500000,0,0.502024788317585,0.5013889609285191,Subject number,t5,TRUE
41,1.0,500000,1,0.499938642778255,0.48264227795983433,Subject number,t5,TRUE
42,2.0,500000,2,0.49318934838630507,0.4886594093109487,Subject number,t5,TRUE
43,3.0,500000,3,0.5060743649527549,0.4753506050961766,Subject number,t5,TRUE
44,4.0,500000,4,0.49478463615167506,0.48912114972616816,Subject number,t5,TRUE
45,5.0,500000,5,0.49098048840348507,0.4906125900867775,Subject number,t5,TRUE
46,6.0,500000,6,0.4929439194993251,0.49045967430984694,Subject number,t5,TRUE
48,0.0,600000,0,0.498466069456375,0.49779447766926077,Subject number,t5,TRUE
49,1.0,600000,1,0.502515646091545,0.47600351310002087,Subject number,t5,TRUE
50,2.0,600000,2,0.496134495030065,0.4945726190930794,Subject number,t5,TRUE
51,3.0,600000,3,0.501165787213155,0.48898755865858,Subject number,t5,TRUE
52,4.0,600000,4,0.5117192293532948,0.5105634414568527,Subject number,t5,TRUE
53,5.0,600000,5,0.503865504969935,0.4899076077809231,Subject number,t5,TRUE
54,6.0,600000,6,0.5074242238311449,0.4832369195933296,Subject number,t5,TRUE
56,0.0,700000,0,0.5122100871272549,0.5115915432172451,Subject number,t5,TRUE
57,1.0,700000,1,0.49809792612590503,0.48791737086316567,Subject number,t5,TRUE
